combo	min_reads	merge_window	effect_frac	expr_frac	retained	identical	within10	n_genes	mean_five	mean_three
234	40	20	0.35	0.025	0.13570190641247834	0.49169859514687103	0.648786717752235	783	179.14814814814815	173.74840357598978
235	80	20	0.35	0.025	0.09670710571923744	0.45878136200716846	0.6272401433691757	558	158.28494623655914	166.79749103942652
236	5	40	0.35	0.025	0.23015597920277298	0.3938253012048193	0.5323795180722891	1533	205.5159817351598	167.28180039138942
237	10	40	0.35	0.025	0.21039861351819758	0.45634266886326197	0.5881383855024712	1310	200.02824427480917	170.4435114503817
238	20	40	0.35	0.025	0.18492201039861353	0.598875351452671	0.7094657919400188	1067	189.91752577319588	174.45454545454547
239	40	40	0.35	0.025	0.1483535528596187	0.5023364485981309	0.6460280373831776	856	175.19626168224298	172.16822429906543
240	80	40	0.35	0.025	0.10537261698440208	0.4621710526315789	0.6200657894736842	608	153.07236842105263	164.89802631578948
241	5	80	0.35	0.025	0.27937608318890816	0.3579404466501241	0.5031017369727047	1837	192.27653783342407	163.8056614044638
242	10	80	0.35	0.025	0.25528596187175046	0.4134419551934827	0.5526137135098439	1582	186.6125158027813	166.00758533501897
243	20	80	0.35	0.025	0.22045060658578855	0.5605345911949685	0.6729559748427673	1272	181.0259433962264	171.0432389937107
244	40	80	0.35	0.025	0.17504332755632582	0.4633663366336634	0.6089108910891089	1010	167.09405940594058	169.32970297029703
245	80	80	0.35	0.025	0.12305025996533796	0.4183098591549296	0.5830985915492958	710	145.99718309859156	161.91408450704225
246	5	160	0.35	0.025	0.4334488734835355	0.3230707716913235	0.49660135945621753	2747	165.68329086275938	155.05824535857298
247	10	160	0.35	0.025	0.40415944540727905	0.3644939965694683	0.5347341337907375	2460	159.3609756097561	155.5410569105691
248	20	160	0.35	0.025	0.34956672443674175	0.4848785324739712	0.6420426375805652	2017	150.4680218145761	159.5627169062965
249	40	160	0.35	0.025	0.27677642980935874	0.419536631183469	0.6005009392611146	1597	139.97495303694427	159.18221665623042
250	80	160	0.35	0.025	0.20138648180242635	0.3803786574870912	0.5740103270223752	1162	125.09122203098107	155.98709122203098
251	5	10	0.025	0.05	1.0	0.7367417677642981	0.8194107452339688	6182	174.85085732772566	160.03396958912973
252	10	10	0.025	0.05	1.0	0.7776429809358752	0.8499133448873484	6024	166.21779548472776	157.97061752988049
253	20	10	0.025	0.05	1.0	0.8998266897746967	0.92842287694974	5801	150.97310808481296	155.5562833994139
254	40	10	0.025	0.05	0.9325823223570191	0.6941089016911355	0.8026389146998699	5402	131.0368382080711	150.82339874120697
255	80	10	0.025	0.05	0.7847487001733102	0.5408568904593639	0.7131183745583038	4539	109.11059704780789	143.07843137254903
256	5	20	0.025	0.05	1.0	0.7367417677642981	0.819584055459272	6181	174.30690826727067	159.86992396052418
257	10	20	0.025	0.05	1.0	0.7778162911611786	0.8500866551126517	6023	165.73501577287067	157.84824838120537
258	20	20	0.025	0.05	1.0	0.9015597920277296	0.9299826689774696	5801	150.4450956731598	155.4947422858128
259	40	20	0.025	0.05	0.9322357019064125	0.6928797174195948	0.8016359918200409	5399	130.82089275791813	150.81681792924616
260	80	20	0.025	0.05	0.7844020797227036	0.5388864339372514	0.7114449845338047	4537	108.77716552788186	143.12629490852987
261	5	40	0.025	0.05	1.0	0.737261698440208	0.819584055459272	6178	173.9684363871803	159.84525736484298
262	10	40	0.025	0.05	1.0	0.7790294627383015	0.8500866551126517	6019	165.3990696128925	157.81425485961122
263	20	40	0.025	0.05	1.0	0.9038128249566725	0.9299826689774696	5795	149.91527178602243	155.52338222605695
264	40	40	0.025	0.05	0.9320623916811092	0.6922647824470063	0.7986240238006694	5394	130.18835743418614	150.79199110122357
265	80	40	0.025	0.05	0.7838821490467938	0.5350431129781119	0.7057262878620385	4531	108.15471198410947	143.1611123372324
266	5	80	0.025	0.05	0.9968804159445407	0.7234005563282336	0.8075452016689847	6150	172.82130081300812	159.2921951219512
267	10	80	0.025	0.05	0.9965337954939342	0.7638260869565218	0.8377391304347827	5988	164.20958583834334	157.31062124248496
268	20	80	0.025	0.05	0.9948006932409013	0.8874564459930313	0.9165505226480837	5762	149.01718153418952	154.9958347795904
269	40	80	0.025	0.05	0.9261698440207973	0.6798278443113772	0.7872380239520959	5357	129.235766287101	150.1777114056375
270	80	80	0.025	0.05	0.7781629116117851	0.5244988864142539	0.6962138084632516	4495	106.67719688542826	142.74705228031146
271	5	160	0.025	0.05	0.9798960138648181	0.6984435797665369	0.7888220728687655	6029	170.93597611544203	157.51202521147786
272	10	160	0.025	0.05	0.9771230502599654	0.738559772969138	0.8185526782547002	5859	162.25874722648916	155.66137566137567
273	20	160	0.025	0.05	0.9712305025996534	0.8599214846538187	0.8979300499643112	5619	146.66791243993592	153.69407367859048
274	40	160	0.025	0.05	0.9006932409012132	0.6605734077352319	0.7741004425630171	5206	127.00172877449097	148.89454475605072
275	80	160	0.025	0.05	0.7566724436741767	0.5080164910673385	0.6823179111314704	4370	104.12631578947368	141.05217391304348
276	5	10	0.05	0.05	1.0	0.78578856152513	0.85684575389948	6181	178.83530173111146	159.97832066008738
277	10	10	0.05	0.05	1.0	0.8273830155979203	0.8878682842287695	6023	170.33006807238917	157.86817200730533
278	20	10	0.05	0.05	0.9998266897746967	0.953891488992893	0.9698387935517421	5796	155.58781918564526	155.45479641131814
279	40	10	0.05	0.05	0.9324090121317158	0.7438661710037174	0.8434944237918216	5398	135.97776954427565	150.6830307521304
280	80	10	0.05	0.05	0.7847487001733102	0.5788427561837456	0.7484540636042403	4539	113.71821987221855	143.00308437981934
281	5	20	0.05	0.05	1.0	0.7868284228769498	0.8570190641247833	6179	178.50655445865027	159.82715649781517
282	10	20	0.05	0.05	1.0	0.8287694974003467	0.8880415944540728	6021	170.06012290317224	157.7593423019432
283	20	20	0.05	0.05	0.9998266897746967	0.9559715721962212	0.9708788351534061	5795	155.17601380500432	155.40690250215704
284	40	20	0.05	0.05	0.9320623916811092	0.7435849758274451	0.8425065079955374	5395	135.89805375347544	150.7690454124189
285	80	20	0.05	0.05	0.7844020797227036	0.5793194874060981	0.7483429076447194	4536	113.59744268077601	143.11882716049382
286	5	40	0.05	0.05	1.0	0.788214904679376	0.8582322357019064	6176	178.30165155440415	159.90349740932643
287	10	40	0.05	0.05	1.0	0.8306759098786829	0.8890814558058926	6017	169.84842944989197	157.87335881668605
288	20	40	0.05	0.05	1.0	0.958578856152513	0.9719237435008665	5793	154.92663559468323	155.61695149318143
289	40	40	0.05	0.05	0.9318890814558058	0.7439092430723452	0.8408034219825181	5392	135.49944362017803	150.80044510385756
290	80	40	0.05	0.05	0.7838821490467938	0.5781560910899846	0.7459650674331196	4530	113.0962472406181	143.13399558498895
291	5	80	0.05	0.05	0.9965337954939342	0.7707826086956522	0.8469565217391304	6147	177.5026842362128	159.36310395314788
292	10	80	0.05	0.05	0.9961871750433275	0.8117606123869172	0.8775226165622826	5985	169.0187134502924	157.38245614035088
293	20	80	0.05	0.05	0.9942807625649913	0.9379466620184765	0.959037824647028	5758	154.43174713442167	155.0828412643279
294	40	80	0.05	0.05	0.925996533795494	0.7288040426726559	0.8309938236945537	5355	134.93389355742298	150.21848739495798
295	80	80	0.05	0.05	0.7781629116117851	0.566815144766147	0.7400890868596882	4495	112.5543937708565	142.7615127919911
296	5	160	0.05	0.05	0.9795493934142114	0.7344302901627743	0.8195329087048833	6027	174.8720756595321	157.49361207897795
297	10	160	0.05	0.05	0.9767764298093587	0.7748403122782115	0.8493612491128459	5857	166.30254396448694	155.6417961413693
298	20	160	0.05	0.05	0.9703639514731369	0.8978388998035364	0.9305233077335239	5614	151.3247239045244	153.63199144994655
299	40	160	0.05	0.05	0.9005199306759099	0.6984218629715165	0.8083140877598153	5205	131.90547550432277	148.84015369836695
300	80	160	0.05	0.05	0.7564991334488734	0.5429553264604811	0.7191294387170676	4369	109.54108491645685	141.03570611123828
301	5	10	0.1	0.05	0.9987868284228769	0.79316328301232	0.8629186187749436	6164	179.22582738481506	158.11404931862427
302	10	10	0.1	0.05	0.9984402079722704	0.8352716542266968	0.8939420239541747	5999	170.70495082513753	156.0761793632272
303	20	10	0.1	0.05	0.9979202772963605	0.9624869746439736	0.9784647447030219	5770	155.7363951473137	153.57053726169843
304	40	10	0.1	0.05	0.9285961871750433	0.74822695035461	0.8486375513251213	5367	135.95043786100243	148.1844605925098
305	80	10	0.1	0.05	0.7790294627383015	0.5828698553948832	0.7530589543937709	4501	113.73494778938014	141.35458786936238
306	5	20	0.1	0.05	0.9993067590987869	0.8033298647242456	0.8690600069372182	6165	179.08548256285482	158.29959448499594
307	10	20	0.1	0.05	0.9989601386481802	0.8459403192227619	0.9002428868841083	5998	170.69589863287763	156.33561187062355
308	20	20	0.1	0.05	0.9982668977469671	0.9769097222222223	0.9866319444444445	5769	155.78939157566302	153.91280984572717
309	40	20	0.1	0.05	0.9294627383015598	0.7592765243333955	0.85567779228044	5368	136.30048435171386	149.14828614008943
310	80	20	0.1	0.05	0.7805892547660312	0.5908081705150977	0.758214920071048	4507	114.10028844020412	141.52762369647215
311	5	40	0.1	0.05	1.0	0.8239168110918544	0.881629116117851	6164	179.09198572355612	158.74805321219986
312	10	40	0.1	0.05	1.0	0.8675909878682843	0.9131715771230503	6000	170.711	156.71116666666666
313	20	40	0.1	0.05	1.0	1.0	1.0	5770	155.96932409012132	154.43899480069325
314	40	40	0.1	0.05	0.9303292894280762	0.7766393442622951	0.8651266766020864	5368	136.32954545454547	149.7488822652757
315	80	40	0.1	0.05	0.7809358752166378	0.6020861074123391	0.7652019529516201	4506	114.19618286728806	142.0133155792277
316	5	80	0.1	0.05	0.9956672443674177	0.8	0.8668407310704961	6134	179.12601891098794	158.33338767525268
317	10	80	0.1	0.05	0.9951473136915078	0.8413444792755138	0.8975966562173459	5965	170.63772003352892	156.3292539815591
318	20	80	0.1	0.05	0.992894280762565	0.9698027578984116	0.981672194100192	5732	156.06315422191207	154.1099092812282
319	40	80	0.1	0.05	0.9239168110918544	0.7567060589007691	0.8518101669480398	5332	136.54313578394598	149.5986496624156
320	80	80	0.1	0.05	0.7767764298093588	0.5887996430165104	0.7572512271307452	4483	114.29199196966317	141.78251171090787
321	5	160	0.1	0.05	0.9779896013864818	0.7678539783802941	0.8435229487861067	6011	177.2314090833472	156.92230909998335
322	10	160	0.1	0.05	0.9746967071057192	0.8093883357041252	0.8741109530583214	5834	168.7120329105245	155.2063764141241
323	20	160	0.1	0.05	0.9679376083188909	0.9341092211280215	0.9570277529095792	5595	153.99803395889188	153.2857908847185
324	40	160	0.1	0.05	0.8980935875216638	0.7336935546121188	0.8363566190659977	5187	134.98187777135146	148.4530557162136
325	80	160	0.1	0.05	0.7554592720970538	0.5737554484973618	0.7446662078458361	4362	113.26547455295736	140.82118294360384
326	5	10	0.2	0.05	0.7123050259965338	0.3788321167883212	0.5698296836982968	4453	163.56927913766	145.2450033685156
327	10	10	0.2	0.05	0.6842287694974003	0.4136271529888551	0.603596757852077	4134	152.77068214804063	144.29051765844218
328	20	10	0.2	0.05	0.6239168110918544	0.5119444444444444	0.6863888888888889	3604	138.261653718091	144.8365704772475
329	40	10	0.2	0.05	0.5076256499133449	0.4267668146124957	0.6367360874018436	2932	126.56446111869032	143.7605729877217
330	80	10	0.2	0.05	0.3655112651646447	0.3916548127074443	0.6121384542437174	2111	110.06679298910468	140.94789199431548
331	5	20	0.2	0.05	0.764471403812825	0.3958286102924507	0.591475855815008	4757	162.71053184780322	145.42337607735968
332	10	20	0.2	0.05	0.7409012131715771	0.42830409356725146	0.624093567251462	4462	152.13021066786195	144.2008068130883
333	20	20	0.2	0.05	0.6842287694974003	0.5276089159067883	0.7051671732522796	3951	137.88534548215642	144.39508985067073
334	40	20	0.2	0.05	0.5590987868284228	0.43645381277123374	0.6478611283323	3228	125.14591078066914	144.07620817843866
335	80	20	0.2	0.05	0.4027729636048527	0.39759036144578314	0.6187607573149742	2325	109.06623655913978	141.032688172043
336	5	40	0.2	0.05	0.823050259965338	0.4285112655295852	0.6220256896188672	5103	162.80658436213992	146.82716049382717
337	10	40	0.2	0.05	0.8055459272097054	0.4591222030981067	0.6508175559380379	4842	152.77798430400662	145.02044609665427
338	20	40	0.2	0.05	0.7590987868284229	0.5536529680365296	0.7253424657534246	4380	137.69771689497716	144.50068493150684
339	40	40	0.2	0.05	0.6320623916811092	0.4510556621880998	0.6588977241568412	3647	124.56347683027145	143.10309843707157
340	80	40	0.2	0.05	0.4611785095320624	0.40172867343104096	0.6245772266065389	2661	109.70462232243517	139.56257046223223
341	5	80	0.2	0.05	0.8993067590987869	0.4902678743495857	0.6721911736365388	5537	162.38649087953766	148.78869423875744
342	10	80	0.2	0.05	0.8863084922010399	0.5195541650371529	0.6996480250293312	5305	152.3306314797361	147.0793590951932
343	20	80	0.2	0.05	0.848526863084922	0.6125408496732027	0.7712418300653595	4897	137.9569123953441	146.29793751276293
344	40	80	0.2	0.05	0.7377816291161179	0.49471458773784355	0.693446088794926	4257	123.5219638242894	143.1526896875734
345	80	80	0.2	0.05	0.5549393414211439	0.4287945034353529	0.6536539662710805	3202	107.29262960649594	139.80387257963773
346	5	160	0.2	0.05	0.9415944540727903	0.6361126449475428	0.7712129578501749	5767	166.75255765562684	151.26391538061384
347	10	160	0.2	0.05	0.9337954939341421	0.6724201930215293	0.8006681514476615	5572	157.60696338837042	149.48061737257717
348	20	160	0.2	0.05	0.9166377816291161	0.7695216487048592	0.8676498392890906	5291	143.49366849366848	147.91816291816292
349	40	160	0.2	0.05	0.8374350086655112	0.6200331125827815	0.7735927152317881	4833	126.52431202151872	143.8855783157459
350	80	160	0.2	0.05	0.6847487001733102	0.5092381675525184	0.7084282460136674	3952	108.2462044534413	137.57236842105263
351	5	10	0.35	0.05	0.18232235701906413	0.4467680608365019	0.5722433460076045	1231	213.2591389114541	171.96181965881397
352	10	10	0.35	0.05	0.168630849220104	0.5087358684480987	0.6300102774922919	1051	210.21313035204568	173.674595623216
353	20	10	0.35	0.05	0.1464471403812825	0.659171597633136	0.762130177514793	845	197.6094674556213	182.19526627218934
354	40	10	0.35	0.05	0.11993067590987869	0.5606936416184971	0.7023121387283237	692	179.85838150289018	177.3020231213873
355	80	10	0.35	0.05	0.08665511265164645	0.522	0.676	500	152.264	167.358
356	5	20	0.35	0.05	0.20433275563258232	0.4402035623409669	0.5759117896522477	1370	208.7138686131387	167.64379562043797
357	10	20	0.35	0.05	0.18769497400346621	0.5032317636195752	0.6306555863342567	1168	204.1335616438356	170.01455479452054
358	20	20	0.35	0.05	0.1655112651646447	0.6513089005235602	0.7581151832460733	955	190.50890052356021	174.00418848167538
359	40	20	0.35	0.05	0.13570190641247834	0.5427841634738186	0.6922094508301405	783	171.29246487867178	171.1060025542784
360	80	20	0.35	0.05	0.09670710571923744	0.507168458781362	0.6666666666666666	558	148.63620071684588	163.00358422939067
361	5	40	0.35	0.05	0.23015597920277298	0.43448795180722893	0.5662650602409639	1533	201.2426614481409	165.68623613829092
362	10	40	0.35	0.05	0.21039861351819758	0.5024711696869851	0.6260296540362438	1310	194.99389312977098	168.5763358778626
363	20	40	0.35	0.05	0.18492201039861353	0.6541705716963448	0.7544517338331771	1067	183.46110590440486	172.16213683223992
364	40	40	0.35	0.05	0.1483535528596187	0.5502336448598131	0.6869158878504673	856	167.7535046728972	169.75116822429908
365	80	40	0.35	0.05	0.10537261698440208	0.5082236842105263	0.6595394736842105	608	144.01973684210526	161.41611842105263
366	5	80	0.35	0.05	0.27937608318890816	0.3920595533498759	0.5316377171215881	1837	188.73816004354927	162.47414262384322
367	10	80	0.35	0.05	0.25528596187175046	0.45213849287169044	0.5845213849287169	1582	182.47597977243996	164.46144121365361
368	20	80	0.35	0.05	0.22045060658578855	0.6084905660377359	0.7122641509433962	1272	174.90330188679246	169.12028301886792
369	40	80	0.35	0.05	0.17504332755632582	0.503960396039604	0.6435643564356436	1010	160.81584158415842	167.28118811881188
370	80	80	0.35	0.05	0.12305025996533796	0.45774647887323944	0.6169014084507042	710	138.2450704225352	158.93239436619717
371	5	160	0.35	0.05	0.4334488734835355	0.34466213514594163	0.5145941623350659	2747	163.1510738987987	154.19184564979977
372	10	160	0.35	0.05	0.40415944540727905	0.38807890222984565	0.5544596912521441	2460	156.51544715447153	154.57357723577235
373	20	160	0.35	0.05	0.34956672443674175	0.5141298958849777	0.6663361427863164	2017	146.3807635101636	158.3827466534457
374	40	160	0.35	0.05	0.27677642980935874	0.4452097683155917	0.6230432060112712	1597	135.98497182216656	158.11709455228552
375	80	160	0.35	0.05	0.20138648180242635	0.4044750430292599	0.5955249569707401	1162	120.32788296041308	154.48192771084337
376	5	10	0.025	0.1	1.0	0.6545927209705372	0.7474870017331022	6182	164.30637334196052	159.082659333549
377	10	10	0.025	0.1	1.0	0.6922010398613518	0.776949740034662	6024	155.2534860557769	157.01460823373174
378	20	10	0.025	0.1	1.0	0.8025996533795494	0.8466204506065858	5801	140.75349077745216	154.53266678158937
379	40	10	0.025	0.1	0.9325823223570191	0.6091804497305333	0.7238431518305147	5402	120.3789337282488	150.06442058496853
380	80	10	0.025	0.1	0.7847487001733102	0.46797703180212014	0.633613074204947	4539	97.71491517955496	142.43401630315049
381	5	20	0.025	0.1	1.0	0.6558058925476603	0.7483535528596187	6181	164.04562368548778	158.96375990939978
382	10	20	0.025	0.1	1.0	0.6937608318890814	0.7778162911611786	6023	155.12983563008467	156.93856881952516
383	20	20	0.025	0.1	1.0	0.8055459272097054	0.8487001733102253	5801	140.41837614204448	154.5507671091191
384	40	20	0.025	0.1	0.9322357019064125	0.6095928611266035	0.7239263803680982	5399	120.33209853676607	150.142248564549
385	80	20	0.025	0.1	0.7844020797227036	0.4670790985417587	0.6319045514803359	4537	97.76746748953053	142.5069429138197
386	5	40	0.025	0.1	1.0	0.661005199306759	0.7509532062391681	6178	164.0097118808676	159.0487212690191
387	10	40	0.025	0.1	1.0	0.6998266897746968	0.7805892547660312	6019	155.13822894168467	157.0192723043695
388	20	40	0.025	0.1	1.0	0.8126516464471404	0.851473136915078	5795	140.29663503019844	154.67489214840379
389	40	40	0.025	0.1	0.9320623916811092	0.6139828932688732	0.7253625883227965	5394	120.08064516129032	150.1959584723767
390	80	40	0.025	0.1	0.7838821490467938	0.46827326995357066	0.6314393101923502	4531	97.50827631869345	142.65636724784815
391	5	80	0.025	0.1	0.9968804159445407	0.6510778859527121	0.7437413073713491	6150	163.72325203252032	158.2770731707317
392	10	80	0.025	0.1	0.9965337954939342	0.6888695652173913	0.7730434782608696	5988	154.81179024716099	156.3932865731463
393	20	80	0.025	0.1	0.9948006932409013	0.8010452961672474	0.8437282229965157	5762	140.26258243665393	153.90871225269004
394	40	80	0.025	0.1	0.9261698440207973	0.6068488023952096	0.7204341317365269	5357	119.80026134030241	149.4239313048348
395	80	80	0.025	0.1	0.7781629116117851	0.46347438752783965	0.6293986636971047	4495	97.05561735261402	142.18242491657398
396	5	160	0.025	0.1	0.9798960138648181	0.627874071453838	0.7260346657233817	6029	162.1907447337867	156.6181788024548
397	10	160	0.025	0.1	0.9771230502599654	0.6653068463994324	0.7545228804540617	5859	153.2068612391193	154.84109916367981
398	20	160	0.025	0.1	0.9712305025996534	0.7748037116345468	0.8263740185581727	5619	137.9078127780744	152.7622352731803
399	40	160	0.025	0.1	0.9006932409012132	0.5889936501827978	0.7082932461035213	5206	117.75355359200923	148.1732616212063
400	80	160	0.025	0.1	0.7566724436741767	0.4505267979844251	0.6204764086120018	4370	95.22173913043478	140.44050343249427
401	5	10	0.05	0.1	1.0	0.7183708838821491	0.8069324090121317	6181	171.4712829639217	159.00954538100632
402	10	10	0.05	0.1	1.0	0.7570190641247834	0.8369150779896014	6023	162.61215341192096	156.89423875145278
403	20	10	0.05	0.1	0.9998266897746967	0.8710348413936557	0.9098630611891142	5796	148.6456176673568	154.42805383022775
404	40	10	0.05	0.1	0.9324090121317158	0.6739776951672862	0.787360594795539	5398	129.04705446461654	150.05520563171544
405	80	10	0.05	0.1	0.7847487001733102	0.5253975265017667	0.700530035335689	4539	106.81824190350298	142.36351619299404
406	5	20	0.05	0.1	1.0	0.7124783362218371	0.8034662045060659	6179	170.63440686195176	158.9192425958893
407	10	20	0.05	0.1	1.0	0.7512998266897747	0.8334488734835356	6021	161.89569838897194	156.84720146155124
408	20	20	0.05	0.1	0.9998266897746967	0.8661813139192235	0.90708961691801	5795	147.672131147541	154.47592752372736
409	40	20	0.05	0.1	0.9320623916811092	0.6675343994049833	0.7833767199702492	5395	128.3979610750695	150.1607043558851
410	80	20	0.05	0.1	0.7844020797227036	0.5203269995581087	0.6961997348652231	4536	106.18055555555556	142.49007936507937
411	5	40	0.05	0.1	1.0	0.7072790294627384	0.7974003466204506	6176	169.9065738341969	159.0979598445596
412	10	40	0.05	0.1	1.0	0.7471403812824957	0.8275563258232236	6017	161.19744058500913	157.06913744390891
413	20	40	0.05	0.1	1.0	0.862738301559792	0.9013864818024263	5793	146.86949766960123	154.72587605731056
414	40	40	0.05	0.1	0.9318890814558058	0.6622652036451553	0.7762692951459922	5392	127.56175816023739	150.27021513353117
415	80	40	0.05	0.1	0.7838821490467938	0.5135971700198984	0.6875967278355074	4530	105.19977924944813	142.62980132450332
416	5	80	0.05	0.1	0.9965337954939342	0.6826086956521739	0.7765217391304348	6147	168.1329103627786	158.35496990401822
417	10	80	0.05	0.1	0.9961871750433275	0.7211203897007655	0.8063674321503131	5985	159.3371762740184	156.47234753550543
418	20	80	0.05	0.1	0.9942807625649913	0.8356283772006275	0.8793794666201847	5758	145.25581799235846	154.0250086835707
419	40	80	0.05	0.1	0.925996533795494	0.6387797117724126	0.7557551937113981	5355	125.48664799253035	149.54248366013073
420	80	80	0.05	0.1	0.7781629116117851	0.49487750556792875	0.6706013363028953	4495	103.08698553948832	142.18309232480533
421	5	160	0.05	0.1	0.9795493934142114	0.6401273885350318	0.7397381457891012	6027	164.20126099220175	156.59946905591505
422	10	160	0.05	0.1	0.9767764298093587	0.6777856635911994	0.768097941802697	5857	155.25234761823458	154.82123954242786
423	20	160	0.05	0.1	0.9703639514731369	0.7890694766922665	0.8410430434006072	5614	140.28054862842893	152.6993231207695
424	40	160	0.05	0.1	0.9005199306759099	0.6027713625866051	0.7244033872209392	5205	120.69721421709895	148.11873198847263
425	80	160	0.05	0.1	0.7564991334488734	0.4657502863688431	0.6394043528064146	4369	98.16708628976883	140.42389562829024
426	5	10	0.1	0.1	0.9987868284228769	0.7681762970674996	0.8433107756376887	6164	176.50405580791693	157.18689162881245
427	10	10	0.1	0.1	0.9984402079722704	0.8088873459468843	0.8739802117687901	5999	167.87747957993	155.21953658943158
428	20	10	0.1	0.1	0.9979202772963605	0.9300104202848212	0.9536297325460229	5770	153.06984402079723	152.6840554592721
429	40	10	0.1	0.1	0.9285961871750433	0.7241508025382606	0.8292273236282195	5367	133.34842556362958	147.47903856903298
430	80	10	0.1	0.1	0.7790294627383015	0.5657397107897664	0.7383759733036708	4501	111.3770273272606	140.86736280826483
431	5	20	0.1	0.1	0.9993067590987869	0.7736732570239334	0.8459937565036421	6165	175.82692619626926	157.25239253852394
432	10	20	0.1	0.1	0.9989601386481802	0.8147120055517002	0.8768216516308119	5998	167.3777925975325	155.3837945981994
433	20	20	0.1	0.1	0.9982668977469671	0.9385416666666667	0.9576388888888889	5769	152.70116137978852	152.90483619344775
434	40	20	0.1	0.1	0.9294627383015598	0.7290695506246504	0.831064702591833	5368	133.10879284649778	148.29918032786884
435	80	20	0.1	0.1	0.7805892547660312	0.5683836589698046	0.7395648312611013	4507	111.28799644996671	140.8493454626137
436	5	40	0.1	0.1	1.0	0.7876949740034662	0.853899480069324	6164	175.34685269305646	157.95425048669696
437	10	40	0.1	0.1	1.0	0.8298093587521663	0.8850953206239168	6000	166.86783333333332	155.91966666666667
438	20	40	0.1	0.1	1.0	0.9549393414211439	0.9668977469670711	5770	152.33899480069323	153.54887348353552
439	40	40	0.1	0.1	0.9303292894280762	0.7416169895678092	0.8375558867362146	5368	132.54992548435172	149.07805514157974
440	80	40	0.1	0.1	0.7809358752166378	0.5754549489569463	0.7430093209054593	4506	110.78650687971593	141.49933422103862
441	5	80	0.1	0.1	0.9956672443674177	0.7563098346388164	0.8335944299390775	6134	174.1953048581676	157.3813172481252
442	10	80	0.1	0.1	0.9951473136915078	0.7958899338209683	0.8638105189829328	5965	165.55020955574182	155.4479463537301
443	20	80	0.1	0.1	0.992894280762565	0.9162157444580206	0.942049223250131	5732	151.17707606420097	153.12700628053037
444	40	80	0.1	0.1	0.9239168110918544	0.7124366910523354	0.8167323203901707	5332	131.59246061515378	148.79032258064515
445	80	80	0.1	0.1	0.7767764298093588	0.5542168674698795	0.7282463186077643	4483	109.52710238679455	141.2223957171537
446	5	160	0.1	0.1	0.9779896013864818	0.7047669679248627	0.795498848130427	6011	170.7507902179338	156.0693728165031
447	10	160	0.1	0.1	0.9746967071057192	0.7439544807965861	0.8252133712660028	5834	161.99074391498115	154.42749400068564
448	20	160	0.1	0.1	0.9679376083188909	0.8592658907788719	0.9013428827215757	5595	147.1805183199285	152.42377122430742
449	40	160	0.1	0.1	0.8980935875216638	0.6694326514859128	0.7846391354689309	5187	128.10757663389242	147.748987854251
450	80	160	0.1	0.1	0.7554592720970538	0.5221381050699702	0.6997017664601973	4362	106.44910591471802	140.28312700596058
451	5	10	0.2	0.1	0.7123050259965338	0.35912408759124087	0.5535279805352799	4453	161.7208623399955	144.15584998877162
452	10	10	0.2	0.1	0.6842287694974003	0.39184397163120566	0.5858662613981763	4134	150.62820512820514	143.25568456700532
453	20	10	0.2	0.1	0.6239168110918544	0.48277777777777775	0.6633333333333333	3604	135.79578246392896	143.57380688124306
454	40	10	0.2	0.1	0.5076256499133449	0.40457494025264595	0.6172755206555138	2932	124.0075034106412	142.52796725784447
455	80	10	0.2	0.1	0.3655112651646447	0.3736367946894263	0.5983878615457563	2111	107.57366177167219	139.84462340123164
456	5	20	0.2	0.1	0.764471403812825	0.3745182498299705	0.5742462026751304	4757	160.62055917595123	144.2392264031953
457	10	20	0.2	0.1	0.7409012131715771	0.40514619883040937	0.6056140350877193	4462	149.83684446436575	143.06656207978486
458	20	20	0.2	0.1	0.6842287694974003	0.49721377912867276	0.6816109422492401	3951	135.2867628448494	142.98557327258922
459	40	20	0.2	0.1	0.5590987868284228	0.41196528208307504	0.6270923744575325	3228	122.31009913258984	142.60192069392812
460	80	20	0.2	0.1	0.4027729636048527	0.3769363166953528	0.6037005163511188	2325	106.40774193548387	139.54795698924733
461	5	40	0.2	0.1	0.823050259965338	0.4080859128237524	0.6051800379027164	5103	160.84656084656083	145.88144228884968
462	10	40	0.2	0.1	0.8055459272097054	0.4369621342512909	0.6327452667814114	4842	150.6489054109872	144.14188351920694
463	20	40	0.2	0.1	0.7590987868284229	0.5257990867579909	0.7031963470319634	4380	135.34383561643835	143.4134703196347
464	40	40	0.2	0.1	0.6320623916811092	0.4296682204551686	0.6399780641623252	3647	122.04442007129147	142.0891143405539
465	80	40	0.2	0.1	0.4611785095320624	0.38444193912063135	0.6110484780157835	2661	107.2912438932732	138.66328447951898
466	5	80	0.2	0.1	0.8993067590987869	0.47022547697051453	0.6565812295239931	5537	160.41701282282824	147.9864547588947
467	10	80	0.2	0.1	0.8863084922010399	0.4980445834962847	0.6832225263981228	5305	150.30442978322338	146.35193213949105
468	20	80	0.2	0.1	0.848526863084922	0.5857843137254902	0.7508169934640523	4897	135.76475393097815	145.36430467633244
469	40	80	0.2	0.1	0.7377816291161179	0.47474747474747475	0.6770025839793282	4257	121.28729151984966	142.34225980737608
470	80	80	0.2	0.1	0.5549393414211439	0.41380387257963774	0.6420986883198001	3202	105.16177389131792	139.13397876327295
